corridor,median_delay_ratio
IND532001AAB → IND532201AAA,2.5609756097560976
IND414302AAB → IND411033AAA,2.560895756940807
IND495004AAA → IND495671AAA,2.558139534883721
IND621802AAA → IND608301AAA,2.5555555555555554
IND395023AAA → IND421302AAG,2.550820707070707
IND505122AAA → IND506002AAA,2.55
IND832109AAB → IND834002AAB,2.5485849056603773
IND781018AAB → IND785001AAA,2.5484329929055898
IND400072AAB → IND421302AAG,2.547727272727273
IND768004AAD → IND768028AAB,2.546875
IND507002AAA → IND508001AAA,2.546666666666667
IND786001AAB → IND786125AAA,2.5454545454545454
IND611001AAA → IND610001AAA,2.5441176470588234
IND245101AAA → IND201007AAA,2.541666666666667
IND600076AAB → IND600032AAB,2.5409356725146197
IND803213AAA → IND803212AAB,2.5384615384615383
IND416510AAA → IND416602AAC,2.5375
IND534260AAC → IND533106AAA,2.534344335414808
IND174001AAA → IND175018AAA,2.5284900284900287
IND365560AAB → IND364290AAA,2.5277777777777777
IND125005AAA → IND335523AAB,2.5274725274725274
IND742226AAA → IND742101AAC,2.526315789473684
IND421401AAC → IND421601AAB,2.526315789473684
IND342902AAA → IND302014AAA,2.5259216589861753
IND277211AAA → IND277201AAA,2.5238095238095237
IND421302AAG → IND401104AAA,2.5217391304347827
IND472001AAA → IND485001AAC,2.5211267605633805
IND841226AAB → IND841428AAA,2.519607843137255
IND245304AAA → IND201007AAA,2.519230769230769
IND732103AAA → IND732138AAA,2.518378378378378
IND575004AAB → IND575014AAA,2.5175438596491224
IND470113AAA → IND470117AAA,2.5142857142857142
IND713205AAB → IND723133AAA,2.5142857142857142
IND756032AAA → IND712311AAA,2.514018691588785
IND416012AAA → IND415612AAA,2.5121951219512195
IND500039AAD → IND501359AAE,2.5108695652173916
IND410401AAA → IND421302AAG,2.5074626865671643
IND284403AAA → IND474003AAA,2.5048076923076925
IND521105AAA → IND521333AAA,2.5
IND207302AAA → IND202001AAB,2.5
IND000000AFT → IND410206AAA,2.5
IND686632AAA → IND686141AAA,2.5
IND380021AAA → IND382430AAB,2.5
IND843126AAA → IND842001AAA,2.5
IND760003AAB → IND761020AAA,2.5
IND751014AAA → IND751002AAB,2.5
IND382430AAB → IND380015AAB,2.5
IND733128AAA → IND733129AAB,2.4992248062015503
IND204101AAA → IND202001AAB,2.4962518740629687
IND415612AAA → IND415408AAC,2.4959904959904957
IND792110AAA → IND786001AAB,2.4913461538461537
IND462022AAA → IND461001AAA,2.4901960784313726
IND415605AAA → IND415709AAA,2.488095238095238
IND000000ACK → IND501359AAF,2.486842105263158
IND395023AAD → IND395004AAB,2.485294117647059
IND756019AAA → IND757001AAA,2.484848484848485
IND421302AAG → IND421401AAC,2.4838709677419355
IND786181AAC → IND792121AAB,2.4833333333333334
IND341510AAB → IND305001AAC,2.4825581395348837
IND110037AAM → IND201301AAD,2.4814814814814814
IND583227AAA → IND583201AAA,2.48
IND262802AAA → IND262723AAB,2.4782608695652173
IND602024AAA → IND602001AAA,2.4772727272727275
IND736135AAA → IND736165AAA,2.4768421052631577
IND560099AAB → IND560085AAA,2.475113122171946
IND276140AAA → IND276129AAA,2.474903474903475
IND574211AAA → IND574202AAA,2.473684210526316
IND421302AAN → IND400072AAB,2.473684210526316
IND384355AAB → IND384205AAA,2.4712482468443198
IND000000AET → IND000000AAS,2.4680272108843537
IND781014AAA → IND781102AAA,2.4642857142857144
IND560064AAD → IND560043AAC,2.4641025641025642
IND360370AAA → IND360410AAA,2.4615384615384617
IND713148AAA → IND713128AAB,2.46
IND124507AAA → IND131028AAE,2.4585166561910747
IND421302AAG → IND400078AAB,2.4580419580419584
IND742101AAC → IND741123AAB,2.4572772406584793
IND534001AAA → IND521225AAB,2.4571428571428573
IND643001AAA → IND643212AAA,2.45628078817734
IND686513AAA → IND686507AAA,2.4555555555555557
IND767017AAA → IND767001AAA,2.4549632352941178
IND421302AAG → IND400015AAB,2.4545454545454546
IND786190AAA → IND786001AAB,2.4523809523809526
IND515004AAA → IND515801AAA,2.4520833333333334
IND301001AAB → IND302014AAA,2.45197628458498
IND400701AAB → IND421302AAG,2.45
IND713205AAB → IND722202AAA,2.4488636363636367
IND826001AAC → IND828111AAA,2.4444444444444446
IND68004AAA → IND678683AAA,2.4444444444444446
IND273014AAB → IND209304AAA,2.4444444444444446
IND445101AAA → IND440014AAA,2.4444444444444446
IND501359AAE → IND500039AAD,2.443548387096774
IND591307AAC → IND580028AAA,2.441492123939761
IND412210AAC → IND411033AAA,2.4412698412698415
IND332001AAB → IND333031AAA,2.4404255319148938
IND814133AAA → IND816109AAA,2.4375
IND781018AAB → IND784168AAB,2.4340528660886322
IND421302AAG → IND400072AAJ,2.4327485380116958
IND781018AAB → IND110037AAM,2.4316702819956615
IND263153AAB → IND263401AAA,2.4299450549450547
IND731204AAB → IND731301AAA,2.4285714285714284
IND741123AAB → IND741126AAB,2.4285714285714284
IND742102AAB → IND742303AAB,2.4285714285714284
IND500010AAB → IND501359AAE,2.4285714285714284
IND205001AAB → IND110037AAM,2.4285714285714284
IND600056AAB → IND600008AAC,2.4251336898395723
IND811213AAA → IND811201AAB,2.425
IND843320AAA → IND847223AAA,2.425
IND400072AAD → IND421302AAG,2.424812030075188
IND342902A1B → IND302014AAA,2.4238000442380008
IND560300AAA → IND560099AAB,2.4235880398671092
IND242221AAA → IND207247AAB,2.422222222222222
IND515004AAA → IND515411AAA,2.419642857142857
IND401104AAA → IND401209AAA,2.4194139194139197
IND127201AAA → IND124141AAA,2.41875
IND396191AAC → IND395023AAA,2.418657937806874
IND421302AAG → IND400072AAA,2.4166666666666665
IND421302AAG → IND400102AAC,2.4166666666666665
IND854105AAB → IND853204AAA,2.4166666666666665
IND000000AAL → IND411033AAA,2.4166666666666665
IND503111AAC → IND501359AAE,2.4155172413793102
IND811105AAA → IND803212AAB,2.4151107251411204
IND786001AAB → IND786171AAA,2.4150943396226414
IND523002AAA → IND523316AAB,2.413114754098361
IND401104AAB → IND421302AAG,2.411764705882353
IND263401AAA → IND244713AAA,2.409090909090909
IND826004AAA → IND828111AAA,2.409090909090909
IND530012AAC → IND501359AAE,2.407166123778502
IND302014AAA → IND332404AAA,2.406896551724138
IND517501AAB → IND517644AAA,2.4058823529411764
IND121004AAB → IND110037AAM,2.403985507246377
IND474003AAA → IND476111AAA,2.4038461538461537
IND790001AAB → IND784001AAA,2.4027777777777777
IND466116AAA → IND462022AAA,2.401190476190476
IND421302AAR → IND400612AAA,2.4
IND486886AAA → IND486889AAA,2.4
IND401209AAB → IND421302AAG,2.4
IND421302AAG → IND400015AAA,2.4
IND752050AAA → IND751002AAB,2.4
IND521333AAA → IND521225AAB,2.4
IND585211AAA → IND585104AAA,2.4
IND160002AAC → IND174001AAA,2.3985826001955033
IND792130AAB → IND786001AAB,2.398148148148148
IND721434AAB → IND721401AAA,2.3966666666666665
IND421302AAG → IND444005AAB,2.3955223880597014
IND577002AAA → IND581110AAE,2.3952119309262168
IND413002AAA → IND421302AAG,2.3949275362318843
IND209304AAA → IND282001AAA,2.3941176470588235
IND586101AAA → IND416404AAA,2.3940217391304346
IND600044AAD → IND603001AAA,2.3918269230769234
IND160002AAC → IND173212AAA,2.3904761904761904
IND152116AAA → IND152026AAA,2.3902439024390243
IND425405AAA → IND425409AAA,2.3902439024390243
IND303106AAA → IND302014AAA,2.3902439024390243
IND712311AAA → IND743235AAA,2.3885918003565063
IND160002AAC → IND160003AAA,2.3823529411764706
IND600056AAB → IND600116AAB,2.3798076923076925
IND462022AAA → IND842003AAB,2.3772916830592496
IND412105AAC → IND411017AAA,2.376470588235294
IND741126AAB → IND741156AAA,2.375
IND515401AAB → IND515801AAA,2.375
IND680587AAA → IND683511AAA,2.375
IND533201AAA → IND533242AAA,2.373809523809524
IND501359AAE → IND533106AAA,2.3710393700787398
IND486001AAA → IND486771AAA,2.370144284128746
IND451666AAA → IND421302AAG,2.3675213675213675
IND584128AAA → IND583121AAA,2.364973262032086
IND845401AAA → IND845305AAA,2.364864864864865
IND712103AAA → IND712124AAA,2.3636363636363638
IND410206AAA → IND000000AFT,2.3636363636363638
IND804420AAA → IND803101AAA,2.3636363636363638
IND462022AAA → IND462011AAA,2.3636363636363638
IND401104AAA → IND401208AAA,2.3636363636363638
IND854326AAB → IND854105AAB,2.3625
IND302014AAA → IND305001AAC,2.3611111111111107
IND413709AAA → IND423701AAB,2.360215053763441
IND845455AAB → IND842001AAA,2.359550561797753
IND635802AAB → IND635601AAB,2.3592375366568916
IND575004AAB → IND574117AAA,2.3575989782886335
IND401209AAB → IND421302AAH,2.357142857142857
IND302014AAB → IND302006AAC,2.357142857142857
IND600008AAC → IND600004AAA,2.357142857142857
IND686507AAA → IND686513AAA,2.354166666666667
IND411033AAA → IND411014AAA,2.3524844720496896
IND421302AAG → IND400072AAB,2.35
IND841424AAA → IND841226AAB,2.3488372093023258
IND757037AAA → IND756100AAC,2.347826086956522
IND211002AAB → IND485001AAC,2.344172932330827
IND713205AAB → IND722101AAA,2.343225083986562
IND400701AAA → IND410206AAA,2.343137254901961
IND751002AAB → IND562132AAA,2.3413528268714723
IND560300AAA → IND000000ACS,2.3410714285714285
IND563131AAB → IND560300AAB,2.34
IND834002AAB → IND826004AAA,2.338582677165354
IND580028AAA → IND403726AAA,2.338129496402878
IND110078AAA → IND110043AAA,2.3380681818181817
IND787001AAA → IND787057AAA,2.3368794326241136
IND131028AAB → IND249407AAA,2.336448598130841
IND572101AAA → IND562101AAA,2.334677419354839
IND413501AAA → IND411033AAA,2.333628376606347
IND712311AAA → IND700026AAC,2.3333333333333335
IND600056AAB → IND600016AAC,2.3333333333333335
IND805110AAD → IND803116AAA,2.3333333333333335
IND713130AAA → IND741123AAB,2.3333333333333335
IND756100AAC → IND758001AAA,2.3333333333333335
IND000000ABG → IND501359AAF,2.3333333333333335
IND752050AAA → IND752056AAA,2.3333333333333335
IND691305AAA → IND689645AAA,2.3333333333333335
IND232104AAB → IND221010AAB,2.333333333333333
IND843109AAB → IND842001AAA,2.333333333333333
IND852201AAA → IND852131AAA,2.332661290322581
IND425409AAA → IND425406AAA,2.331818181818182
IND600044AAD → IND600032AAB,2.3301282051282053
IND712311AAA → IND834002AAB,2.329896907216495
IND825301AAA → IND825409AAA,2.3292682926829267
IND581110AAE → IND577002AAA,2.327272727272727
IND516101AAA → IND516115AAA,2.3260869565217392
IND410206AAB → IND000000AFT,2.322916666666667
IND712406AAA → IND712602AAA,2.3225806451612905
IND521001AAA → IND521225AAB,2.3214285714285716
IND600119AAA → IND600016AAC,2.321428571428571
IND785682AAA → IND786001AAB,2.3205686475409837
IND842001AAA → IND845438AAA,2.3205128205128203
IND444203AAA → IND444005AAB,2.3181818181818183
IND441206AAB → IND442605AAA,2.3181818181818183
IND793001AAA → IND793150AAA,2.3171497584541063
IND834002AAB → IND825102AAA,2.317073170731707
IND700053AAA → IND700144AAA,2.3157894736842106
IND783129AAA → IND794101AAA,2.3152841781874036
IND396191AAB → IND421302AAG,2.3144489795918366
IND507303AAA → IND507002AAA,2.3125
IND421302AAG → IND400701AAB,2.3095238095238093
IND382421AAA → IND382430AAB,2.3095238095238093
IND673121AAA → IND670645AAB,2.3076923076923075
IND462011AAA → IND462022AAA,2.3068181818181817
IND416404AAA → IND416012AAA,2.306311413454271
IND000000ACB → IND209304AAA,2.303448275862069
IND602001AAB → IND609001AAA,2.301994301994302
IND124001AAB → IND126102AAA,2.3014705882352944
IND282001AAA → IND110037AAM,2.300943396226415
IND421302AAG → IND000000AFT,2.3
IND574216AAA → IND575004AAB,2.3
IND670645AAB → IND673592AAA,2.2972972972972974
IND781014AAA → IND781124AAA,2.2928571428571427
IND786001AAB → IND792103AAB,2.288157894736842
IND854326AAB → IND852113AAA,2.2873070325900517
IND424006AAA → IND452001AAC,2.2872596153846154
IND451666AAA → IND424006AAA,2.2865141187925997
IND464221AAA → IND470004AAA,2.2857142857142856
IND411033AAA → IND410503AAA,2.2857142857142856
IND144001AAB → IND000000ACA,2.2857142857142856
IND401104AAA → IND421302AAG,2.2857142857142856
IND531163AAA → IND535001AAA,2.2857142857142856
IND500039AAC → IND508116AAA,2.2857142857142856
IND814112AAA → IND814133AAA,2.2850877192982457
IND531036AAA → IND530012AAA,2.2828947368421053
IND301705AAA → IND123001AAA,2.2825361512791993
IND500008AAC → IND501359AAE,2.28
IND501101AAB → IND501359AAE,2.2795454545454543
IND322241AAA → IND322201AAA,2.279220779220779
IND201007AAA → IND245304AAA,2.277871621621622
IND583231AAA → IND583201AAA,2.2777777777777777
IND700053AAA → IND700136AAB,2.2758620689655173
IND712311AAA → IND713103AAA,2.2758620689655173
IND464668AAA → IND462022AAA,2.2745215311004783
IND400072AAB → IND000000AFT,2.2744360902255636
IND802158AAB → IND821115AAB,2.274206349206349
IND785112AAC → IND785634AAA,2.273706896551724
IND243201AAA → IND262001AAA,2.272727272727273
IND431603AAA → IND413517AAA,2.2716103554190434
IND342602AAC → IND306304AAB,2.271050521251002
IND485001AAC → IND486001AAA,2.270053475935829
IND781001AAA → IND781018AAB,2.2698412698412698
IND851127AAA → IND851112AAB,2.269230769230769
IND764071AAB → IND530012AAA,2.268602540834846
IND135001AAA → IND173025AAA,2.267948717948718
IND400011AAA → IND400072AAB,2.2666666666666666
IND441206AAB → IND441603AAA,2.2666666666666666
IND821115AAB → IND821109AAA,2.2660714285714283
IND581334AAA → IND581343AAC,2.2656641604010024
IND274304AAB → IND274301AAB,2.264705882352941
IND000000ACB → IND125033AAA,2.264397689768977
IND413307AAB → IND413304AAA,2.263768115942029
IND814112AAA → IND814133AAB,2.263157894736842
IND811201AAB → IND811213AAA,2.2628205128205128
IND531116AAA → IND530012AAA,2.2622739018087854
IND411036AAA → IND411033AAA,2.260869565217391
IND472001AAA → IND474003AAA,2.257425742574257
IND742101AAC → IND742202AAA,2.257017543859649
IND784168AAB → IND784176AAA,2.2564102564102564
IND160002AAC → IND421302AAG,2.2549019607843137
IND814133AAB → IND816109AAA,2.2549019607843137
IND152123AAA → IND152026AAA,2.2545454545454544
IND532001AAB → IND530012AAA,2.254525246109876
IND515201AAA → IND515301AAA,2.2523809523809524
IND602001AAA → IND600116AAB,2.25
IND505503AAA → IND506164AAA,2.25
IND395023AAD → IND395001AAA,2.25
IND764020AAC → IND764001AAC,2.25
IND786171AAA → IND786181AAC,2.25
IND562132AAA → IND712311AAA,2.2496069549515894
IND533242AAA → IND533201AAA,2.2476190476190476
IND411033AAA → IND403726AAA,2.2467532467532467
IND301001AAB → IND321606AAA,2.246376811594203
IND210431AAA → IND209304AAA,2.246376811594203
IND458664AAA → IND312403AAA,2.246153846153846
IND413401AAA → IND411033AAA,2.24468085106383
IND231217AAA → IND231225AAB,2.2441520467836256
IND273014AAB → IND274301AAB,2.2439024390243905
IND126102AAA → IND126116AAA,2.2426470588235294
IND754022AAA → IND751002AAB,2.2413273001508296
IND321606AAA → IND301001AAB,2.2391304347826084
IND842003AAB → IND480886AAA,2.238095238095238
IND313001AAB → IND382430AAB,2.2377896372356956
IND421302AAG → IND834002AAB,2.236281919609547
IND462022AAA → IND462001AAA,2.236111111111111
IND842001AAA → IND845412AAB,2.235294117647059
IND842003AAB → IND483501AAA,2.235294117647059
IND400072AAB → IND400701AAB,2.234210526315789
IND845455AAB → IND845418AAB,2.233695652173913
IND485001AAC → IND488001AAA,2.2330994897959187
IND583101AAA → IND583201AAA,2.2319327731092438
IND581320AAA → IND575004AAB,2.2315400214720267
IND631501AAA → IND600056AAB,2.2314814814814814
IND140401AAA → IND000000ACA,2.230884109916368
IND786001AAB → IND786184AAA,2.230769230769231
IND695012AAA → IND695101AAB,2.230769230769231
IND572201AAB → IND577101AAA,2.2307104660045836
IND000000ACN → IND501359AAF,2.2287581699346406
IND470004AAA → IND470113AAA,2.2287021154945683
IND785675AAA → IND785612AAB,2.2285714285714286
IND573134AAB → IND573201AAB,2.225108225108225
IND341306AAA → IND302014AAA,2.2247748940677967
IND509103AAB → IND518002AAA,2.2241379310344827
IND689503AAB → IND683511AAA,2.2241379310344827
IND212601AAA → IND210001AAA,2.2238186462324396
IND396105AAA → IND396191AAC,2.2232142857142856
IND121004AAA → IND121004AAB,2.2225274725274726
IND401104AAB → IND400072AAB,2.2222222222222223
IND530026AAA → IND531036AAA,2.2222222222222223
IND600008AAC → IND600056AAB,2.2222222222222223
IND248197AAA → IND248122AAB,2.2222222222222223
IND803116AAA → IND803108AAB,2.2203463203463203
IND421302AAG → IND400102AAB,2.2188328912466844
IND425406AAA → IND425409AAA,2.215966386554622
IND242307AAB → IND207247AAB,2.2151116427432216
IND201304AAA → IND201301AAF,2.2142857142857144
IND425412AAA → IND425409AAA,2.2129032258064516
IND562132AAA → IND560066AAB,2.212121212121212
IND125001AAA → IND125051AAA,2.2115384615384617
IND815301AAA → IND814133AAB,2.211261261261261
IND248122AAB → IND248001AAA,2.210526315789474
IND302014AAA → IND303702AAB,2.210526315789474
IND586101AAB → IND416404AAA,2.2093023255813953
IND274509AAB → IND274304AAA,2.208333333333333
IND125005AAA → IND125047AAB,2.208235294117647
IND521185AAA → IND521225AAB,2.2073863636363633
IND781018AAB → IND793001AAA,2.206896551724138
IND476111AAA → IND477001AAB,2.2062937062937062
IND424006AAA → IND421302AAG,2.2057954799731485
IND243001AAA → IND243503AAB,2.2037037037037037
IND509103AAC → IND518002AAA,2.2033898305084745
IND444602AAA → IND444005AAB,2.2029411764705884
IND577201AAA → IND577432AAA,2.2027777777777775
IND484661AAE → IND484001AAA,2.20273556231003
IND794101AAA → IND781018AAB,2.201492537313433
IND431136AAC → IND431122AAA,2.2
IND821115AAB → IND802101AAA,2.2
IND767001AAA → IND762001AAA,2.2
IND209206AAB → IND210301AAA,2.2
IND785612AAB → IND781018AAB,2.198529411764706
IND000000ACB → IND474003AAA,2.1970443349753697
IND641008AAA → IND641011AAA,2.196078431372549
IND370110AAA → IND370001AAA,2.19375
IND110037AAM → IND110092AAC,2.193548387096774
IND787059AAB → IND791102AAA,2.1930232558139533
IND313001AAB → IND327001AAB,2.1923610041583244
IND403726AAA → IND416510AAA,2.1923076923076925
IND784001AAA → IND784168AAB,2.191447368421053
IND160002AAC → IND147101AAA,2.1904761904761907
IND425409AAA → IND424304AAC,2.1904761904761907
IND410505AAB → IND411033AAA,2.189230769230769
IND700065AAA → IND700026AAC,2.1891447368421053
IND562132AAA → IND462022AAA,2.1884550084889645
IND000000ACB → IND125001AAA,2.1875
IND441614AAA → IND481001AAA,2.1875
IND110037AAM → IND110064AAA,2.1875
IND241124AAB → IND242001AAA,2.1856617647058822
IND754103AAA → IND754142AAA,2.185185185185185
IND244901AAB → IND244921AAB,2.1818181818181817
IND485771AAA → IND486001AAA,2.1818181818181817
IND501359AAE → IND411033AAA,2.1812332827297043
IND784001AAA → IND790114AAA,2.178737541528239
IND147001AAB → IND160002AAC,2.177865612648221
IND767017AAA → IND768004AAD,2.1778026279004754
IND68004AAA → IND683511AAA,2.1775491949910553
IND444005AAB → IND443301AAA,2.177522349936143
IND783370AAC → IND783301AAA,2.1766917293233083
IND509358AAA → IND508248AAB,2.176470588235294
IND000000AFG → IND673632AAA,2.176245210727969
IND302014AAB → IND302026AAA,2.175
IND122002AAD → IND122503AAA,2.1739130434782608
IND205001AAB → IND209721AAB,2.1732142857142858
IND360490AAA → IND362001AAA,2.171990171990172
IND415709AAA → IND416012AAA,2.1717791411042944
IND786125AAA → IND786190AAA,2.1714285714285717
IND509324AAA → IND508248AAB,2.1714285714285713
IND721306AAA → IND721133AAA,2.167763157894737
IND516227AAA → IND515004AAA,2.1673519736842106
IND274509AAB → IND274001AAA,2.166666666666667
IND442101AAB → IND445001AAB,2.1666666666666665
IND000000AFT → IND410209AAA,2.1666666666666665
IND516115AAA → IND517501AAB,2.1666666666666665
IND500055AAC → IND501401AAC,2.1666666666666665
IND638001AAA → IND638052AAA,2.1666666666666665
IND382430AAB → IND380054AAA,2.1666666666666665
IND201007AAA → IND245101AAA,2.1660377358490566
IND504201AAA → IND505001AAB,2.164984378755107
IND501359AAE → IND462022AAA,2.164803946053946
IND587103AAB → IND582101AAB,2.1630434782608696
IND504215AAA → IND505001AAB,2.16
IND600048AAA → IND600044AAD,2.159090909090909
IND205001AAB → IND205135AAA,2.1578947368421053
IND600016AAA → IND600119AAA,2.1575757575757573
IND517325AAA → IND517408AAA,2.15625
IND712311AAA → IND421302AAG,2.1556319179482264
IND125047AAB → IND125051AAA,2.1551724137931036
IND632301AAA → IND606803AAA,2.1539473684210524
IND733202AAC → IND733210AAA,2.1538461538461537
IND631003AAA → IND600056AAB,2.1538461538461537
IND607106AAA → IND607801AAA,2.1538461538461537
IND275303AAA → IND276140AAA,2.1525735294117645
IND411033AAA → IND421302AAG,2.151923076923077
IND124507AAA → IND131028AAB,2.150974025974026
IND580028AAA → IND590016AAA,2.150943396226415
IND283203AAA → IND282002AAD,2.150892857142857
IND500008AAD → IND501359AAE,2.15
IND721253AAC → IND721306AAA,2.15
IND485001AAC → IND471001AAA,2.148575223375996
IND125001AAA → IND110037AAM,2.146067415730337
IND147001AAD → IND160002AAC,2.1457800511508953
IND421302AAG → IND110037AAM,2.144144144144144
IND402107AAA → IND402109AAA,2.1435897435897435
IND517501AAB → IND517583AAA,2.142857142857143
IND431603AAA → IND413531AAA,2.142857142857143
IND533401AAA → IND533106AAA,2.142171717171717
IND577101AAA → IND577132AAD,2.1396103896103895
IND384265AAB → IND385340AAB,2.13953488372093
IND121004AAB → IND121004AAC,2.1394230769230766
IND572201AAB → IND573103AAA,2.1390977443609023
IND501359AAE → IND000000ACB,2.138512233893432
IND411033AAA → IND431603AAA,2.1365079365079365
IND679322AAA → IND673639AAA,2.136217948717949
IND173025AAA → IND160002AAC,2.135294117647059
IND411014AAA → IND411033AAA,2.133928571428571
IND535591AAA → IND535558AAA,2.1333333333333333
IND144001AAC → IND160002AAC,2.1318840579710145
IND713145AAB → IND741101AAB,2.131074168797954
IND574104AAA → IND574216AAA,2.1291666666666664
IND854105AAA → IND853204AAA,2.1273684210526316
IND506169AAB → IND505503AAA,2.125
IND731224AAA → IND742147AAA,2.125
IND600056AAB → IND631501AAA,2.125
IND500039AAB → IND501301AAC,2.125
IND402301AAA → IND402107AAA,2.125
IND825102AAA → IND827013AAA,2.125
IND282001AAF → IND283122AAB,2.125
IND370110AAA → IND370615AAB,2.124868282402529
IND815353AAA → IND814133AAB,2.124401913875598
IND517583AAA → IND516101AAA,2.1234756097560976
IND781018AAB → IND785621AAA,2.1231884057971016
IND786001AAB → IND785675AAA,2.1222222222222222
IND803101AAA → IND805110AAD,2.1213235294117645
IND312605AAB → IND313001AAB,2.1210445468509986
IND505326AAA → IND505425AAA,2.1201680672268908
IND787057AAA → IND787059AAB,2.12
IND484551AAA → IND484001AAA,2.1192307692307693
IND560002AAA → IND560099AAB,2.119047619047619
IND607801AAA → IND606003AAA,2.1180555555555554
IND205135AAA → IND283203AAA,2.1176470588235294
IND788026AAC → IND781018AAB,2.116883116883117
IND380005AAA → IND382721AAA,2.1153846153846154
IND758001AAA → IND758035AAA,2.1153846153846154
IND209304AAA → IND221313AAA,2.1146964093999765
IND508206AAA → IND508207AAB,2.1142857142857143
IND202001AAB → IND110037AAM,2.1137362637362638
IND364290AAA → IND365560AAB,2.1125226860254083
IND000000ACB → IND821115AAB,2.1115537848605577
IND600110AAA → IND600056AAD,2.111111111111111
IND202001AAB → IND205001AAB,2.111111111111111
IND000000AFJ → IND695572AAB,2.111111111111111
IND783370AAB → IND783301AAA,2.1107142857142858
IND207247AAB → IND205001AAB,2.1106237816764133
IND610001AAA → IND605010AAB,2.1102918586789556
IND842001AAA → IND846004AAA,2.1100000000000003
IND712310AAE → IND711303AAA,2.1096096096096097
IND591307AAC → IND580030AAA,2.108695652173913
IND362720AAA → IND362560AAA,2.107142857142857
IND283203AAA → IND110037AAM,2.1070261437908497
IND152026AAA → IND152107AAA,2.1064425770308124
IND524101AAB → IND517501AAB,2.1062653562653564
IND243503AAB → IND244901AAB,2.106060606060606
IND585401AAA → IND502286AAB,2.1053113553113554
IND532001AAB → IND532421AAA,2.1052631578947367
IND845418AAB → IND845438AAA,2.1052631578947367
IND815301AAA → IND815353AAA,2.104761904761905
IND302014AAA → IND306401AAB,2.104731109598366
IND483225AAA → IND483501AAA,2.1034632034632033
IND781018AAB → IND785612AAB,2.1033723522853958
IND533262AAA → IND533201AAA,2.103238866396761
IND756019AAA → IND757025AAA,2.1026315789473684
IND500008AAC → IND500084AAB,2.101754385964912
IND262701AAA → IND262802AAA,2.1004901960784315
IND533003AAA → IND533106AAA,2.1
IND515671AAA → IND515591AAA,2.1
IND176110AAB → IND177033AAA,2.1
IND577432AAA → IND577126AAA,2.1
IND501359AAE → IND500039AAC,2.1
IND500080AAB → IND501359AAE,2.1
IND743235AAA → IND743270AAA,2.1
IND421302AAG → IND410401AAA,2.0982357658380115
IND000000ACB → IND110024AAA,2.098148148148148
IND691551AAA → IND691001AAB,2.098086124401914
IND712311AAA → IND713205AAB,2.0980392156862746
IND425412AAA → IND425406AAA,2.0954887218045113
IND424006AAA → IND424304AAC,2.0954088952654235
IND431122AAA → IND431127AAA,2.0952380952380953
IND131028AAB → IND201204AAA,2.0952380952380953
IND470004AAA → IND462022AAA,2.09375
IND501359AAE → IND500010AAB,2.0930232558139537
IND382715AAA → IND382430AAB,2.090909090909091
IND382430AAB → IND382345AAA,2.090909090909091
IND736135AAA → IND736101AAA,2.0890269151138714
IND743513AAA → IND743347AAA,2.0884615384615386
IND563125AAB → IND560300AAB,2.0879227053140097
IND517644AAA → IND524132AAA,2.087445887445887
IND305001AAC → IND305802AAA,2.087037037037037
IND721306AAA → IND721507AAA,2.0869565217391304
IND174021AAA → IND176048AAA,2.086666666666667
IND505184AAC → IND505001AAB,2.0833333333333335
IND306304AAB → IND311302AAA,2.0815217391304346
IND504293AAA → IND505001AAB,2.081081081081081
IND575004AAB → IND576101AAA,2.08
IND688524AAA → IND683511AAA,2.08
IND488001AAA → IND471001AAA,2.079483695652174
IND388320AAA → IND390022AAA,2.0789473684210527
IND422011AAD → IND413709AAA,2.078125
IND209304AAA → IND110037AAM,2.0775193798449614
IND110085AAB → IND110039AAA,2.076923076923077
IND201007AAA → IND201005AAA,2.076923076923077
IND000000AEM → IND110037AAB,2.076923076923077
IND110085AAB → IND110085AAA,2.076923076923077
IND313001AAB → IND312001AAA,2.0759493670886076
IND515801AAA → IND515761AAA,2.075757575757576
IND160002AAC → IND000000ACB,2.075716625716626
IND160002AAC → IND144001AAB,2.074497574497575
IND842001AAA → IND845401AAA,2.074453551912568
IND450331AAA → IND452001AAC,2.074074074074074
IND721139AAC → IND721602AAB,2.0734126984126986
IND476001AAA → IND476111AAA,2.072916666666667
IND281401AAA → IND121004AAB,2.0727272727272728
IND690537AAA → IND689503AAB,2.0714285714285716
IND431136AAC → IND411033AAA,2.0708333333333337
IND614809AAA → IND610001AAA,2.070598006644518
IND243001AAA → IND244901AAB,2.070588235294118
IND281121AAB → IND110037AAM,2.0676658723190773
IND125001AAA → IND335501AAA,2.0676544590438914
IND757025AAA → IND757001AAA,2.066666666666667
IND721212AAA → IND712310AAE,2.066397652237711
IND781018AAB → IND781102AAA,2.0625
IND600032AAB → IND600076AAB,2.0625
IND842001AAA → IND848114AAA,2.0625
IND342005AAD → IND342601AAA,2.0625
IND140501AAA → IND160002AAC,2.0625
IND125033AAA → IND125005AAA,2.0620915032679736
IND533106AAA → IND501359AAE,2.061318407960199
IND341503AAB → IND341510AAB,2.0606060606060606
IND248001AAA → IND131028AAB,2.0602569473537216
IND342602AAC → IND311302AAA,2.0597973807758834
IND641008AAA → IND641001AAA,2.0588235294117645
IND276305AAA → IND223101AAB,2.058461538461539
