hub,degree_centrality,betweenness,pagerank,clustering
IND201301AAM,0.001349527665317139,0.0,0.0004009890997946989,0.0
IND209304AAA,0.019568151147098516,0.03352439366731841,0.006021712831117044,0.03463203463203463
IND282002AAD,0.0067476383265856945,0.0035692188713494413,0.0012508303399348499,0.25
IND301001AAB,0.004723346828609986,0.0033009209774553247,0.0014656356356330961,0.3
IND302014AAA,0.01147098515519568,0.037061673243807484,0.0035822859515935858,0.06593406593406594
IND302022AAD,0.001349527665317139,0.0,0.000352073892707651,0.0
IND328001AAA,0.0033738191632928472,0.0008173709087032232,0.0003558497889329504,0.5
IND382430AAB,0.018893387314439944,0.030045776761565474,0.0039110841892993275,0.036231884057971016
IND390022AAA,0.004723346828609986,0.003429592784225151,0.0010586472929401678,0.3
IND421302AAG,0.03643724696356275,0.05476126236577052,0.0067760176259960715,0.06722689075630252
IND462022AAA,0.013495276653171389,0.023731862929449322,0.004652203403675292,0.0661764705882353
IND474003AAA,0.0067476383265856945,0.005936214260959276,0.0015126855146615436,0.1111111111111111
IND501359AAE,0.03778677462887989,0.0803811997705217,0.011313797135394174,0.04358974358974359
IND521225AAB,0.008097165991902834,0.010339947021243452,0.0020427889062305405,0.10909090909090909
IND600056AAB,0.02294197031039136,0.036193097329195,0.004979319300375095,0.05533596837944664
IND712311AAA,0.027665317139001347,0.06293093866740043,0.0069543180306562615,0.04433497536945813
IND751002AAB,0.010121457489878543,0.01234519904180411,0.0020085073651067375,0.12121212121212122
IND821115AAB,0.0067476383265856945,0.008005559441289205,0.0023407530265856426,0.1111111111111111
IND834002AAB,0.008097165991902834,0.007337488790276731,0.001836931019489887,0.15555555555555556
IND842001AAA,0.016194331983805668,0.02365887840673725,0.005980819374208852,0.047619047619047616
IND000000ACK,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND000000ACN,0.001349527665317139,4.5561366148451686e-07,0.00027101940069387207,0.0
IND000000ACT,0.0020242914979757085,0.0,0.000146482914698331,1.0
IND000000ADV,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND600044AAC,0.0020242914979757085,0.0,0.0005200923726849543,0.0
IND000000AEM,0.001349527665317139,0.0,0.000146482914698331,0.0
IND110037AAB,0.0006747638326585695,0.0,0.00022080855897401203,0.0
IND110064AAB,0.0006747638326585695,0.0,0.000196693756418191,0.0
IND000000AET,0.001349527665317139,2.2780683074225845e-06,0.00027101940069387207,0.0
IND000000AFG,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND673632AAA,0.004048582995951417,0.002467603590600143,0.0009500152990601556,0.06666666666666667
IND000000AFJ,0.0006747638326585695,0.0,0.000146482914698331,0.0
IND695121AAA,0.001349527665317139,9.112273229690337e-07,0.00027101940069387207,0.0
IND000000AFR,0.0006747638326585695,0.0,0.000146482914698331,0.0
