source_center,destination_center,avg_actual_time,avg_osrm_time,trip_count,delay_ratio
IND000000ACT,IND131028AAB,58.05142857142857,38.38857142857143,175,1.5122060136945519
IND000000ACT,IND160002AAC,178.83809523809524,96.26666666666667,210,1.8577364463791057
IND000000ADV,IND600044AAC,44.986111111111114,25.22222222222222,72,1.7835903083700442
IND000000AEL,IND000000ACB,78.03921568627452,36.833333333333336,102,2.118711738088901
IND000000AEM,IND110037AAB,85.94117647058823,29.901960784313726,51,2.8740983606557378
IND000000AEM,IND110064AAB,77.07575757575758,39.696969696969695,66,1.9416030534351145
IND000000AET,IND000000AAS,93.29166666666667,37.708333333333336,24,2.474033149171271
IND000000AFG,IND673632AAA,78.0,37.833333333333336,6,2.0616740088105727
IND000000AFJ,IND695121AAA,21.6,19.75,40,1.0936708860759494
IND000000AFR,IND683511AAA,49.375,21.583333333333332,24,2.287644787644788
IND000000AFT,IND400072AAB,30.2,15.2,20,1.986842105263158
IND000000AFT,IND410206AAA,49.6,13.6,5,3.647058823529412
IND000000AFT,IND410209AAA,31.75,13.6125,80,2.332415059687787
IND000000AFT,IND410210AAA,48.08,15.84,25,3.0353535353535355
IND000000AFT,IND421302AAG,66.62068965517241,17.896551724137932,29,3.7225433526011558
IND110014AAA,IND110024AAA,33.1,9.9,20,3.3434343434343434
IND110020AAB,IND110037AAM,147.9090909090909,20.818181818181817,11,7.104803493449782
IND110024AAA,IND110014AAA,16.615384615384617,7.538461538461538,13,2.2040816326530615
IND110030AAD,IND000000ACB,77.08823529411765,31.08823529411765,34,2.479659413434248
IND110035AAC,IND110037AAM,29.166666666666668,16.666666666666668,6,1.75
